text,clusters,probabilities
barnesandnoble bookbrowser barnes noble com welcome book browser bestselling author heart sea sets sail winner book fascinating stories training turn-arounds culture-arts-entertainment,0,"[0.9999408721923828, 1.2001886489088065e-06, 4.2654250137275085e-05, 3.061064646203704e-08, 2.192468784301127e-08, 6.2038038777245674e-06, 2.5468312969678664e-07, 8.832490493659861e-06]"
ucalgary dkbrown authors children authors illustrators web tedd arnold picture book author illustrator jumping bed dan gutman author children books sports culture-arts-entertainment,7,"[7.68416648497805e-05, 2.4257747099909466e-06, 2.6438476297130364e-08, 8.720622304281278e-07, 2.798747971155535e-07, 0.11088535934686661, 1.2380745317841502e-07, 0.8890341520309448]"
falcon jmu edu ramseyil sendak maurice sendak children book author maurice sendak development children literature children biographical information culture-arts-entertainment,0,"[0.9674869179725647, 0.00017027452122420073, 6.402624421752989e-05, 3.196646139258519e-05, 0.0001397599116899073, 2.9626007744809613e-05, 0.02268264628946781, 0.009394805878400803]"
falcon jmu edu ramseyil biochildhome index children book authors illustrators welcome internet school library media center index author research archives papers children book authors illustrators culture-arts-entertainment,7,"[0.04603688418865204, 5.703775241272524e-05, 5.821283411933109e-05, 0.014273542910814285, 4.2679212128859945e-06, 0.0024471734650433064, 0.050808630883693695, 0.886314332485199]"
bookpage bookpage com book reviews author interviews bookpage reader guide books bookpage national review publication millions readers monthly features culture-arts-entertainment,0,"[0.8818954229354858, 0.0020788481924682856, 0.02497761696577072, 3.341288538649678e-05, 2.648278677952476e-05, 0.07731544226408005, 2.314456105523277e-05, 0.013649564236402512]"
cbcbooks contacts children book council author illustrator sites links web sites children book authors illustrators published cbc contact information author culture-arts-entertainment,0,"[0.9820318222045898, 0.00017873101751320064, 0.00011261562030995265, 0.00014186534099280834, 6.552552349603502e-06, 2.4326422135345638e-05, 0.003314208472147584, 0.014189889654517174]"
janbrett author brett home page ideas author artist mitten children favorites books biography activities culture-arts-entertainment,0,"[0.997787356376648, 1.2050847544742282e-05, 1.082851099454274e-06, 5.2184073950911625e-08, 2.4507460238964995e-07, 0.00015627268294338137, 0.00034871461684815586, 0.0016942021902650595]"
writerswrite books writers write books author interviews book reviews book writers write books author interviews book reviews requested books recommended books culture-arts-entertainment,0,"[0.9999500513076782, 3.746309448615648e-05, 2.7274688818579307e-07, 5.188980267689658e-08, 3.3355640880472492e-06, 4.736145919892465e-10, 7.80142545409035e-06, 1.03603099432803e-06]"
thebookstandard bookstandard books authors index search books authors author search book search search books authors access books authors title pub subtitles applicable editors culture-arts-entertainment,0,"[0.9563158750534058, 0.000990360975265503, 0.001007733284495771, 4.864788570557721e-05, 7.859355719119776e-06, 1.6686428807588527e-06, 0.00011153371451655403, 0.041516296565532684]"
bookwire bookwire book reviews author resources book industry news content timely book industry news features reviews fiction guides literary events author interviews annotated links culture-arts-entertainment,0,"[0.9994884729385376, 0.0003869788197334856, 0.00010813169501489028, 2.8912754412857566e-09, 5.822971161251189e-06, 1.0809029049596575e-07, 6.456743051330704e-08, 1.0418563761049882e-05]"
amazon savvy authors guide book publicity amazon com savvy author guide book publicity books amazon com savvy author guide book publicity books lissa warren lissa warren culture-arts-entertainment,0,"[0.9997690320014954, 5.111035716254264e-05, 0.00016890234837774187, 2.425972240871488e-07, 3.6002319347971934e-07, 1.0403354622212646e-07, 3.720198265000363e-07, 9.868079359875992e-06]"
amazon start life learned journey amazon com start-up life ceo learned ben book else author start-up life precocious informative entertaining culture-arts-entertainment,0,"[0.9815229177474976, 0.00015243816596921533, 0.011890877038240433, 1.8461341255715524e-07, 3.607022236451485e-08, 2.910232615249697e-05, 1.5230033568514045e-05, 0.00638929707929492]"
themysteryreader address mystery reader author directory welcome author address book authorized contact addresses web pages favorite authors culture-arts-entertainment,0,"[0.999998927116394, 2.068773774510646e-08, 3.7598355540069406e-09, 1.3017134037340838e-09, 1.9163579056957758e-10, 9.227538733114216e-10, 2.0701166647540958e-07, 7.538918680438655e-07]"
williamsteig steig children book author stieg children books author caldecott medal winner book wizzil culture-arts-entertainment,0,"[0.99982088804245, 4.034475509229196e-08, 2.483148477949726e-07, 1.670048987989503e-09, 1.1126251564519407e-07, 8.173344667739002e-07, 0.0001081085647456348, 6.982044578762725e-05]"
authorhouse book publisher book publishers self publishing companies authorhouse solution self book publisher maintain control publishing process culture-arts-entertainment,0,"[0.9977091550827026, 0.0006504515185952187, 0.0016088124830275774, 3.688933247758541e-07, 2.9901684683864005e-05, 1.353331491316112e-08, 2.699426886465517e-07, 1.1108264743597829e-06]"
sbbookfestival santa book author festival culture-arts-entertainment,0,"[0.9999998807907104, 1.532136223447722e-10, 1.6427190274725945e-08, 1.015865343234612e-12, 1.323463257388302e-12, 1.169976826531638e-08, 1.0056296073646109e-10, 5.9559177145729336e-08]"
willhobbsauthor hobbs website children book author hobbs website children book author culture-arts-entertainment,0,"[0.990987241268158, 1.7686204500932945e-07, 1.9028610722671147e-06, 3.506022210331139e-07, 1.7085366010860525e-08, 1.0456761856403318e-06, 7.821909093763679e-05, 0.008931078016757965]"
kottke google print lawsuit book author publishing company lawsuit helping book author publisher suing google print bothers book gosh people culture-arts-entertainment,1,"[0.09381497651338577, 0.8957741856575012, 0.010110858827829361, 1.4786284737056121e-05, 6.538346610795998e-07, 5.954609605396399e-06, 4.916896159556927e-06, 0.00027360435342416167]"
cynthialeitichsmith children author cynthia leitich web children book author cynthia leitich author biography photograph publication information links children culture-arts-entertainment,0,"[0.9870932698249817, 1.4951534467400052e-05, 3.923621079593431e-06, 4.4685639295494184e-05, 0.0001017863760353066, 0.0029521139804273844, 0.00931952428072691, 0.0004697500553447753]"
hsph harvard edu now aug hph nutrition book author willett rebuilds book eat drink healthy walter willett disassembles department agriculture usda food pyramid culture-arts-entertainment,4,"[4.5973621354278293e-07, 1.1631525012489874e-05, 0.0006898398278281093, 5.7768989591977515e-08, 0.9992365837097168, 4.762076059705578e-05, 5.483154836838366e-07, 1.3200661669543479e-05]"
festivals festivals com celebrating life searchable collection events parties world photos festival search culture-arts-entertainment,0,"[0.9997912049293518, 8.495187664436799e-09, 2.2612316286085843e-07, 2.1075606808796526e-13, 7.019824175072409e-13, 0.00020808263798244298, 1.4609740283874628e-12, 4.401008482091129e-07]"
wikipedia wiki festival festival wikipedia encyclopedia religions feast festival celebrations honour god gods feast festival historically interchangeable culture-arts-entertainment,0,"[0.9999327659606934, 3.938097403732854e-09, 1.1471747995983606e-07, 1.6295756410933393e-10, 1.636710500463323e-08, 3.0009982765477616e-06, 1.7247173134116167e-10, 6.416202813852578e-05]"
cstr projects festival festival festival multi-lingual speech synthesis system developed cstr text speech system apis culture-arts-entertainment,0,"[0.9999990463256836, 1.4938240866513297e-08, 7.802339609952469e-07, 2.0248420995461203e-10, 1.1147544692891032e-11, 8.196060719001252e-08, 2.892397432674443e-10, 4.11887057794047e-09]"
festvox festival festvox festival university edinburgh festival speech synthesis system university edinburgh festival speech synthesis systems software multi-lingual culture-arts-entertainment,0,"[0.9999949932098389, 7.033845861315058e-08, 1.1618365824972443e-08, 2.1669541161450923e-10, 3.234132683882507e-10, 1.0516499742152519e-06, 1.6675537339860824e-10, 3.890104835591046e-06]"
southfest southern festivals -list festival festival fair event celebration information feature articles culture-arts-entertainment,0,"[0.9999653100967407, 7.404143520517437e-09, 5.5859143976988435e-09, 1.1160228709732435e-15, 1.8950085944879902e-10, 3.4648623113753274e-05, 4.1422898097720484e-12, 1.376248781603806e-09]"
spirituality indiatimes articlelist cms festivals -spirituality indiatimes bihar chhath festival celebrated diwali buddha mahotsava festival highlights processions chanting prayers culture-arts-entertainment,0,"[0.9999551773071289, 6.428779784073413e-07, 2.141581347814281e-07, 8.992988576039807e-10, 5.870424047316192e-06, 3.814247975242324e-05, 8.473534762742929e-09, 1.303433538879517e-08]"
festivalfinder festivalfinder music festivals north america guide upcoming music festivals united canada search genre performer location festival culture-arts-entertainment,0,"[0.9995200634002686, 9.713970712255104e-07, 1.0066182198897877e-07, 1.7229208337798951e-10, 1.2318697883983987e-07, 0.0004635476798284799, 7.54080460296791e-08, 1.515235908300383e-05]"
imdb title festival festival imdb movies celebs message boards discuss title users imdb message board festival culture-arts-entertainment,0,"[0.9999122619628906, 1.1081112916144775e-08, 2.693067528980464e-07, 6.821492676278851e-11, 4.3188203013855286e-11, 2.131692599505186e-05, 1.1062687571561369e-10, 6.611764547415078e-05]"
brightonfestival brighton festival welcome brighton festival information annual festival events exhibitions tourist information links sponsors web sites culture-arts-entertainment,0,"[0.9999176263809204, 1.9557229169464563e-09, 7.102916015355731e-07, 1.4039189082104553e-11, 8.523197425613915e-11, 8.16128303995356e-05, 1.7477918418107308e-11, 3.895537226128454e-09]"
festival sundance sundance film festival link browse festival websites call destination sundance film festival plan trip beat rush -sff-stay culture-arts-entertainment,0,"[0.9370688796043396, 4.3572129015956307e-07, 9.214510100719053e-06, 8.534833256801377e-11, 5.124635382713905e-09, 0.06273104250431061, 3.6711327311422792e-09, 0.00019034194701816887]"
pitchforkmusicfestival pitchfork music festival pitchfork music festival horizon-- hey thurston head bittersweetness culture-arts-entertainment,0,"[0.9999673366546631, 2.0182320259465314e-09, 1.9854674848662768e-10, 3.613484836871572e-13, 4.823006143767072e-13, 6.145516806554951e-08, 3.0399967265726247e-11, 3.259932418586686e-05]"
orshakes oregon shakespeare festival web oregon shakespeare festival ashland oregon buy tickets learn season culture-arts-entertainment,0,"[0.9999840259552002, 4.911511641836341e-09, 2.013221367391793e-09, 1.1465465729609825e-11, 2.7307185401781453e-09, 4.087962679477641e-06, 1.4966173011998762e-07, 1.1781987268477678e-05]"
festival sundance sundance film festival experience selections sundance film festival collection films world culture-arts-entertainment,0,"[0.9999992847442627, 2.3440965835064276e-10, 1.0005370754129217e-08, 1.1793045923483292e-13, 2.6602118945173725e-12, 5.841694701302913e-07, 3.9492773634686174e-11, 1.558249351774066e-07]"
flickr photos tags festival flickr photos tagged festival explore refine festival photos brand clustery goodness sponsored craft festival compare prices smarter com culture-arts-entertainment,0,"[0.9996044039726257, 6.78748079963043e-08, 0.00019992096349596977, 9.545433193869357e-11, 2.6757465132476455e-09, 0.00014898933295626193, 1.3347886129722042e-09, 4.665166125050746e-05]"
speech cmu edu festival festival cmu portable synthesis engine festival technology compilation methods efficent scalable voices cmu flite culture-arts-entertainment,0,"[0.9999959468841553, 2.660542293142498e-07, 1.0428739187773317e-06, 1.0245829962229891e-08, 1.202039912051589e-09, 1.5396268508993671e-06, 1.005026462053138e-08, 1.2207335657876683e-06]"
lafilmfest los angeles film festival film independent los angeles film festival showcases american international cinema culture-arts-entertainment,0,"[0.9999983310699463, 2.262841469757859e-09, 2.6798687713380787e-07, 3.4883324527557047e-12, 2.467770085501364e-11, 6.085797821242522e-08, 8.039030378881318e-12, 1.3956760085420683e-06]"
aclfestival austin city limits music festival austin annual event austin texas program schedule photographs rules travel information ticket information culture-arts-entertainment,0,"[0.9894108176231384, 1.0881099115067627e-06, 4.424428379223855e-09, 7.871676643844694e-09, 2.5291242877756304e-07, 0.010580355301499367, 1.2817490124827913e-11, 7.449559234373737e-06]"
igf annual independent games festival annual event sponsored cmp media award excellence independent video game development categories background finalists winners culture-arts-entertainment,5,"[0.30046388506889343, 3.7251648876690524e-08, 7.520824851781072e-07, 2.293253800189632e-07, 1.4744071741290554e-08, 0.6881787776947021, 7.733198970072408e-08, 0.01135626994073391]"
festival machinima machinima fest culture-arts-entertainment,0,"[0.9868806600570679, 3.2245797143559685e-09, 3.572712557797786e-06, 1.2720013410627562e-11, 3.100287734869589e-11, 1.2221355518704513e-06, 1.43785028328125e-09, 0.013114540837705135]"
gilroygarlicfestival gilroy garlic festival gilroy california hosting world food festival people enjoy gourmet food culture-arts-entertainment,0,"[0.9988335967063904, 1.6799490965002661e-10, 0.0005538768018595874, 9.680192845223923e-13, 2.2647908792805538e-07, 0.0006122700870037079, 1.5963556032616566e-09, 2.9439940263387143e-08]"
imdb internet movie database imdb imdb award-winning movie planet culture-arts-entertainment,0,"[0.9439839720726013, 7.323733619557515e-09, 1.2618420441867784e-07, 1.6289675164316009e-09, 5.228922503319744e-11, 3.0007067834958434e-06, 4.729766800437574e-09, 0.056012921035289764]"
imdb internet movie database imdb imdb feature privacy policy service amazon com company advertise imdb license content culture-arts-entertainment,0,"[0.9702286720275879, 0.0012391243362799287, 0.001384413568302989, 1.3245722584542818e-05, 8.126610919134691e-05, 0.0007434997241944075, 2.2706879008183023e-06, 0.02630750834941864]"
wikipedia wiki internet movie database internet movie database wikipedia encyclopedia internet movie database imdb online database information imdb ancillary material daily movie news culture-arts-entertainment,7,"[0.0001839117903728038, 2.8866969614682603e-07, 2.0357575181151333e-07, 7.122436272766208e-06, 1.3242606655694544e-07, 0.0001756574638420716, 1.1793604981491512e-09, 0.999632716178894]"
imdb name davis judy judy judy imdb movies celebs culture-arts-entertainment,0,"[0.9982237219810486, 1.4232066192221282e-08, 5.985344131431702e-08, 4.875893022671107e-10, 3.7046488099434782e-09, 1.1600462812566548e-08, 3.868165343590135e-09, 0.001776113174855709]"
pro imdb imdbpro com trial signup rankings people imdb message boards entertainment industry professionals box office daily culture-arts-entertainment,0,"[0.6934537887573242, 0.00397040881216526, 0.25394493341445923, 0.00038480613147839904, 6.7389782998361625e-06, 0.04815724119544029, 2.1338915701107908e-07, 8.183842874132097e-05]"
mycroft mozdev quick imdb mycroft project sherlock opensearch search engine plugins opensearch untested plugin icon titrari imdb semi ro-ro titrari vasile judge opensearch plugin icon titrari culture-arts-entertainment,7,"[0.0003218039055354893, 3.749251118279062e-05, 1.417539533576928e-05, 0.004666895139962435, 2.067934019578388e-07, 9.564064384903759e-05, 0.00032034851028583944, 0.9945433139801025]"
resume imdb imdb resume welcome supplement imdb page resume information credits unique skills training guild affiliations culture-arts-entertainment,0,"[0.9999120235443115, 1.8375134303028062e-08, 7.184786454672576e-07, 5.97362825871528e-09, 1.6777333655682014e-07, 1.677320682347272e-07, 8.684378553880379e-05, 9.020558877637086e-08]"
trynt trynt movie imdb api trynt movie imdb web service trynt heavy technologies trynt movie imdb web service programatic access sub-set imdb data imdb data-set download culture-arts-entertainment,0,"[0.6936152577400208, 9.991978913603816e-06, 1.2573812455229927e-05, 7.596025625389302e-06, 1.817663388692381e-07, 1.3997394489706494e-05, 1.4675307511424762e-06, 0.3063388764858246]"
imdb vod hpdeads top bucket name ryan kwanten ryan kwanten imdb movies celebs culture-arts-entertainment,0,"[0.9898898601531982, 5.655518293679052e-07, 1.4969092262617778e-05, 7.211411201524243e-08, 9.057820271607397e-09, 6.561216423506266e-07, 1.2497785064624622e-05, 0.010081279091536999]"
quilogic memory database component sql xml database management quilogic developed sql xml- imdb performance in-memory native xml database component sql xquery interface transaction culture-arts-entertainment,3,"[0.00013737617700826377, 8.606777555542067e-06, 0.024639176204800606, 0.97479647397995, 5.5366854212479666e-05, 2.85874261862773e-06, 0.0002049010363407433, 0.00015528891526628286]"
cpan stepanov imdb film stepanov imdb -film- search cpan org imdb film perl interface movies database imdb imdb persons perl extension retrieving movies persons imdb com culture-arts-entertainment,7,"[0.05351373553276062, 1.7645164916757494e-05, 6.730984296154929e-06, 8.844029935062281e-07, 1.3639970575241023e-06, 0.0002471458283253014, 2.5386159450135892e-06, 0.9462100267410278]"
csd abdn ggrimnes dev imdb imdb rdfs imdb movie role movie directed birth rating stunt performer spouse trivia production designer votes longname imdb people culture-arts-entertainment,0,"[0.998519241809845, 2.364624015172012e-05, 1.028109727485571e-05, 6.091612103631405e-09, 2.986080360756205e-08, 0.0004869606054853648, 1.2911989699659898e-08, 0.0009599134791642427]"
maroonvoices blogspot imdb serendipity maroon voices imdb serendipity imdb profile moment life worth living instance culture-arts-entertainment,0,"[0.9999997615814209, 5.482391429723066e-08, 5.839739003477007e-08, 2.995675582595503e-11, 8.095587311629515e-09, 3.283320060276651e-09, 6.331605817422314e-08, 1.2499029367063486e-08]"
webware imdb webware cool web apps imdb incredibly helpful categorize movies actors track actor projects culture-arts-entertainment,0,"[0.9792664647102356, 1.6146834695973666e-06, 1.6605072232778184e-05, 4.852243478126184e-07, 1.635238833230801e-09, 0.00029677964630536735, 1.939241123238844e-08, 0.020418092608451843]"
pro imdb about contactus imdb pro contact advertise imdb advertising queries licensing content business-related queries imdb licensing queries culture-arts-entertainment,2,"[0.06554938107728958, 3.275787821621634e-05, 0.9343919157981873, 4.792613239601451e-08, 2.227472890581339e-07, 8.255034913418058e-07, 1.2672768434640602e-07, 2.4733806640142575e-05]"
wikipedia wiki the fantastic four film fantastic film wikipedia encyclopedia distributed horizons running min language english budget movie guide profile imdb profile culture-arts-entertainment,7,"[0.03479795157909393, 5.481680636876263e-05, 0.0026295999996364117, 8.897994121070951e-05, 1.0826181551237823e-07, 0.00010883890354307368, 4.968309895048151e-06, 0.9623146057128906]"
allpeers blog imdb being gamed peer pressure imdb gamed del icio imdb gamed digg imdb gamed yahoo web imdb gamed rojo culture-arts-entertainment,7,"[4.831297701457515e-06, 1.3026538908889052e-05, 7.473808794067338e-10, 2.159244587573994e-07, 4.4914193891854026e-11, 9.991609840653837e-05, 1.239439200162451e-07, 0.9998817443847656]"
resume imdb resume imdb resume imdb password customer yes password forgot password help sign privacy policy culture-arts-entertainment,3,"[0.04429767280817032, 0.005544018931686878, 0.00010779545846162364, 0.9467709064483643, 0.0022674151696264744, 3.345250661368482e-05, 3.683829390865867e-06, 0.0009750171448104084]"
natamontada index index icon modified description apache server www natamontada net port culture-arts-entertainment,0,"[0.9992983341217041, 4.2663077692850493e-07, 1.282892390008783e-05, 0.0006574018043465912, 2.1017061158090655e-07, 1.1929829213386256e-07, 1.788804524949228e-06, 2.8779268177459016e-05]"
oracle technology products timesten timesten imdb timesten imdb timesten imdb page culture-arts-entertainment,7,"[0.32565873861312866, 1.6307292298733955e-06, 0.002507676836103201, 0.00034175559994764626, 1.0717511031543836e-05, 4.161954166193027e-06, 8.132096809276845e-06, 0.6714671850204468]"
oscar oscar com annual academy awards homepage nominee winners carpet photograph gallery press video clips voting ballot information culture-arts-entertainment,0,"[0.9891977906227112, 0.0014369954587891698, 1.1247551583437598e-06, 4.4308414715032995e-08, 6.609566671755829e-09, 0.008377137593925, 4.669626907372049e-09, 0.0009868821362033486]"
oscar nominees list oscar com annual academy awards nominee click printer friendly version nominations oscar statuette copyrighted property academy motion culture-arts-entertainment,0,"[0.9970153570175171, 4.633753269445151e-05, 8.0986264947569e-06, 6.60056009849086e-09, 6.1683103069754e-08, 3.049881888728123e-05, 1.8865843003368354e-06, 0.002897728933021426]"
imdb features rto oscars academy award nominations worst oscar poll picture director actor actress actor actress culture-arts-entertainment,7,"[0.041262831538915634, 0.0009874472161754966, 2.1126513871649877e-09, 2.9336214879549516e-07, 4.4175999391882215e-07, 8.01216174295405e-06, 7.458774708979377e-10, 0.9577409625053406]"
imdb features rto oscars academy awards ballot nominations polls photos awards message boards actor actress actor actress director picture culture-arts-entertainment,0,"[0.9614797830581665, 0.011753330007195473, 1.5816925952094607e-05, 2.9296426617975158e-08, 2.040520996615669e-08, 0.023504910990595818, 8.973387366495444e-08, 0.003246007952839136]"
oscars welcome academy motion picture arts sciences academy history information academy awards photographs events screenings press releases culture-arts-entertainment,0,"[0.9999899864196777, 6.781874617445283e-06, 1.1954422518556385e-07, 4.176547649392681e-11, 3.0761853064831257e-09, 1.8206332015324733e-06, 1.19495080497245e-09, 1.3177955224819016e-06]"
oscars academyawards nomswins nominees winners annual academy awards academy directory visit oscar com academy awards academy awards sci-tech awards academy awards database mpc motion picture credits database culture-arts-entertainment,0,"[0.9988388419151306, 6.681118247797713e-05, 2.4354187189601362e-05, 3.3096017038047876e-09, 1.2722305875456641e-08, 0.00024485267931595445, 6.221609964995878e-07, 0.0008245061617344618]"
cnn showbiz movies oscar nominations index dreamgirls oscar love cnn com golden globe win talking oscar nomination acting nod performance kazakh interviewer borat sagdiyev culture-arts-entertainment,0,"[0.9943248629570007, 0.00011054666538257152, 4.244046181156591e-07, 2.8638842408668097e-09, 5.114404899586589e-08, 0.0009293461916968226, 5.6830891104198145e-09, 0.004634723998606205]"
cnn showbiz movies oscar nominations index cnn com mountain looms oscar nominations subject controversy subject jokes heard variations wish quit culture-arts-entertainment,7,"[0.12735748291015625, 0.016774965450167656, 6.1399787227855995e-06, 9.822045967666782e-07, 1.2331959169387119e-06, 0.023825541138648987, 2.817133548660422e-08, 0.832033634185791]"
abcnews entertainment wirestory abc news gore thrilled oscar nominations truth gore film perils global warming scored oscar nominations documentary feature culture-arts-entertainment,7,"[0.007028776220977306, 0.00015803905262146145, 3.216976836029062e-07, 3.1854327509073244e-10, 1.027493041760863e-07, 1.0699225640564691e-05, 1.5131244868182847e-10, 0.9928020238876343]"
people people package redcarpet article winners nominees categories people com franchises jury oscar gowns worn madonna cameron oprah heard oscar carpet lopez marc anthony culture-arts-entertainment,0,"[0.9999954700469971, 2.42942905970267e-06, 1.956117102963617e-06, 4.7684651366397546e-11, 1.2494701939758102e-09, 4.95867311656184e-08, 1.4354120669857195e-10, 1.1893830986764442e-07]"
nytimes movies awardsseason cnd nominees acb dcc oscar nominees winners york oscar nominees winners published nominees annual academy awards denotes winning nominee category culture-arts-entertainment,0,"[0.9999979734420776, 3.614592003486905e-07, 4.797019315105899e-08, 1.448864899583624e-12, 2.904623486177371e-10, 7.251912279571116e-07, 1.2055529907684104e-09, 9.372686804454133e-07]"
oscars movies yahoo nominees oscars yahoo movies print pdf oscar ballot print check win oscar dress online self clothes worthy oscar nomination culture-arts-entertainment,0,"[0.9994342923164368, 0.0003860059950966388, 2.368144578213105e-06, 5.62961188776967e-09, 3.012896243603791e-08, 0.00015126624202821404, 1.053721820909459e-08, 2.606943598948419e-05]"
oscars movies yahoo news associatedpress nominee yahoo movies annual academy award nominations announced dress online self clothes worthy oscar nomination culture-arts-entertainment,0,"[0.9999947547912598, 4.180425605682103e-07, 1.392816812995079e-07, 1.9261083006316682e-10, 3.915123780728891e-09, 4.483994416659698e-06, 4.194500025089809e-10, 1.8291947867510316e-07]"
wikipedia wiki academy awards academy award wikipedia encyclopedia films oscar nominations meryl streep holds record oscar nominations acting culture-arts-entertainment,0,"[0.997308611869812, 5.492145646712743e-05, 1.9984571508757654e-07, 4.8374357852765115e-09, 5.41384181929061e-08, 7.223926786537049e-06, 3.366888634559473e-08, 0.0026290668174624443]"
defamer hollywood oscars the oscar nominations and were telling you dreamgirls not going win best picture oscar nominations telling dreamgirls realize people cared oscar nominations post-crash world fashion culture-arts-entertainment,0,"[0.9978408813476562, 0.0021207211539149284, 1.787759202898087e-07, 4.935297726049725e-10, 1.0436706361360848e-06, 3.033941766261705e-06, 1.6196712374072497e-11, 3.407284748391248e-05]"
thefilmexperience awards tally oscar predictions unseating quips prada oscar campaign predictions nominations winner prediction truth culture-arts-entertainment,0,"[0.9992713332176208, 6.80791254126234e-06, 6.869160529276996e-07, 3.2107289049676524e-11, 2.1553791640371855e-08, 2.5633528366597602e-06, 2.3742192656328598e-09, 0.0007185324793681502]"
people people package redcarpet article leo kate score oscar nods people com franchises people com scorsese win oscar nomination category director departed culture-arts-entertainment,0,"[0.9959610104560852, 1.580646312504541e-05, 1.741811320243869e-05, 1.4846049944949868e-09, 1.7139575092528503e-08, 8.359732419194188e-06, 9.195754380186827e-09, 0.00399732356891036]"
extratv warnerbros dailynews extra extratv com oscar nominations announced oscar nominations announced magical season movies hollywood academy awards oscar winner marcia gay harden academy president culture-arts-entertainment,0,"[0.9995867609977722, 6.225318429642357e-07, 6.388967221937492e-08, 4.3962129943342365e-12, 6.200485958007818e-11, 4.02979412683635e-06, 9.51112077984817e-10, 0.0004085166146978736]"
abcnews entertainment wirestory abc news lil oscars breslin wins nom miss sunshine garnered oscar nominations picture breslin plays olive sunny diminutive diva heart culture-arts-entertainment,0,"[0.9999369382858276, 7.337052920775022e-07, 8.802430784271564e-07, 1.1343053232804046e-11, 5.411298520385799e-09, 4.6290770114865154e-05, 2.4984747604150925e-10, 1.5225150491460226e-05]"
iht articles features web oscarnominations dreamgirls leads oscar nominations snubbed dreamgirls leads oscar nominations snubbed picture culture-arts-entertainment,0,"[0.9998444318771362, 4.308454299462028e-05, 1.877435664709992e-07, 3.3389158105023853e-10, 5.189624285861782e-10, 2.9534292480093427e-05, 4.500269046303629e-09, 8.263868949143216e-05]"
wikipedia wiki christian christian wikipedia encyclopedia christian listen adheres christianity monotheistic religion centered life teachings jesus nazareth culture-arts-entertainment,0,"[0.9997051358222961, 6.760256837878842e-06, 4.957100685487603e-08, 6.774778427143247e-08, 0.0002113420923706144, 3.1006885947704177e-09, 1.6016207155189477e-05, 6.060181840439327e-05]"
wikipedia wiki christianity christianity wikipedia encyclopedia indicated christianity focus christian theology christians faith jesus saved sin culture-arts-entertainment,0,"[0.9887046217918396, 3.892396125593223e-05, 6.291472232078377e-07, 3.5502691844158107e-06, 0.00014928053133189678, 5.402835085988045e-07, 7.2619764068804216e-06, 0.01109517551958561]"
religioustolerance chr defn christian christian circles answers clearer christian decision culture-arts-entertainment,0,"[0.9999812841415405, 9.830010583300464e-09, 6.024997833975476e-09, 2.4640171847334358e-11, 1.872429857030511e-05, 5.7494928956680624e-11, 3.1822516177726357e-08, 1.899132184846053e-09]"
apologeticsindex religious cults sects doctrines practices christian religious cults sects religious movements christian culture-arts-entertainment,0,"[0.9994997978210449, 2.9684265427931678e-06, 5.255432533601834e-09, 7.471883556320336e-09, 0.0004770052037201822, 2.2556312373467335e-08, 4.3959303752671985e-07, 1.9752411390072666e-05]"
harpers excerptthechristianparadox christian paradox faithful nation jesus wrong christian america excerpt report text culture-arts-entertainment,0,"[0.582710862159729, 0.00287305423989892, 9.498074291514058e-07, 1.2118790436943527e-05, 0.0016740408027544618, 8.347316082790712e-08, 3.919243681593798e-06, 0.41272497177124023]"
answers topic christian christian definition answers com chris·tian adj professing belief jesus christ religion life teachings jesus culture-arts-entertainment,0,"[0.9964202642440796, 1.0439828656672034e-05, 1.3480128302489902e-07, 1.3010920341116616e-08, 0.0017457614885643125, 2.591933139228786e-07, 2.069312904495746e-05, 0.0018024788005277514]"
christians christians org home page discover jesus taught life culture-arts-entertainment,0,"[0.99998939037323, 6.4363980811776855e-09, 5.535837122039311e-09, 6.883772663002219e-09, 4.8731003516877536e-06, 2.3737252163869016e-08, 5.093113486509537e-06, 6.03272837906843e-07]"
christian christian com home web christians christian home web grow daily life christ homepage search news email spiritual growth bible study shopping culture-arts-entertainment,4,"[0.09597240388393402, 0.002455757465213537, 0.01464745495468378, 0.2872043550014496, 0.583720862865448, 0.006828446872532368, 0.0002446406870149076, 0.00892606284469366]"
newsforchristians news christians headlines opinions bible resources believer online source news perspectives christian writings culture-arts-entertainment,0,"[0.9124470949172974, 0.00041226876783184707, 3.040592127945274e-05, 3.668950512292213e-06, 0.0007166059804148972, 3.3257440463785315e-06, 3.290055161642158e-08, 0.08638660609722137]"
persecutionblog christian persecution blog weblog persecuted christians weblog christian persecution world persecution blog shares news information christians persecuted culture-arts-entertainment,0,"[0.9508049488067627, 0.03527534753084183, 6.315293035186187e-07, 7.444506627507508e-05, 0.007575129624456167, 1.659741610637866e-05, 1.3145472621545196e-07, 0.006252668332308531]"
christianitytoday christianitytoday com informing inspiring connecting equipping text christianity magazines religion news reviews search engines links christian web culture-arts-entertainment,0,"[0.9397261142730713, 0.00020846188999712467, 5.0585800636326894e-05, 0.00015574182907585055, 0.0010375831043347716, 0.0004471199063118547, 2.937398448921158e-06, 0.058371417224407196]"
christianforums christian forums online christian chat forum message board christian fellowship discussion debate plus games non- christians categories culture-arts-entertainment,7,"[0.004492445848882198, 0.03348292037844658, 1.087046371139877e-06, 0.0007839617319405079, 0.00022813814575783908, 0.09111635386943817, 4.020674623461673e-06, 0.8698911070823669]"
